Date,Open,High,Low,Close,Adjusted_close,Volume
2026-03-16,4.07,4.07,3.83,3.83,3.83,4123699
2026-03-17,3.92,4,3.68,3.79,3.79,3951285
2026-03-18,3.8,3.98,3.72,3.98,3.98,3995545
2026-03-19,3.8,4.12,3.78,4.12,4.12,4554164
2026-03-20,4.14,4.3,3.94,4.3,4.3,35847468
2026-03-23,4.11,4.47,4.11,4.37,4.37,10507789
2026-03-24,4.39,4.69,4.32,4.63,4.63,7547128
2026-03-25,4.91,6.47,4.91,6.23,6.23,30455164
2026-03-26,6.15,6.46,6.14,6.28,6.28,10974251
2026-03-27,6.55,7.55,6,6.28,6.28,14601345
2026-03-30,6.1,6.1,5.48,5.64,5.64,7026082
2026-03-31,5.63,5.71,5.38,5.56,5.56,4271295
2026-04-01,5.74,6.08,5.65,5.95,5.95,5715477
2026-04-02,6,6,5.58,5.64,5.64,3667080
2026-04-07,5.78,5.98,5.67,5.7,5.7,3126671
