Date,Open,High,Low,Close,Adjusted_close,Volume
2026-02-26,0.365,0.365,0.345,0.35,0.35,11630320
2026-02-27,0.38,0.415,0.3725,0.41,0.41,23427397
2026-03-02,0.385,0.415,0.38,0.415,0.415,16121332
2026-03-03,0.415,0.435,0.39,0.4,0.4,15578338
2026-03-04,0.385,0.385,0.37,0.37,0.37,6517031
2026-03-05,0.365,0.385,0.355,0.36,0.36,9044979
2026-03-06,0.35,0.41,0.335,0.395,0.395,20797620
2026-03-09,0.39,0.3975,0.33,0.335,0.335,23958791
2026-03-10,0.35,0.375,0.34,0.37,0.37,16326298
2026-03-11,0.385,0.4175,0.385,0.39,0.39,21972097
2026-03-12,0.375,0.395,0.3725,0.385,0.385,7836946
2026-03-13,0.375,0.42,0.365,0.415,0.415,16873469
2026-03-16,0.405,0.455,0.4,0.455,0.455,28462330
2026-03-17,0.43,0.48,0.4125,0.475,0.475,28501056
2026-03-18,0.47,0.53,0.46,0.505,0.505,34884997
2026-03-19,0.485,0.5,0.45,0.48,0.48,41276297
2026-03-20,0.46,0.47,0.415,0.455,0.455,162598114
2026-03-23,0.425,0.495,0.425,0.495,0.495,20486909
2026-03-24,0.505,0.5325,0.5,0.515,0.515,34733249
2026-03-25,0.515,0.57,0.51,0.555,0.555,31086547
2026-03-26,0.545,0.545,0.495,0.51,0.51,25709550
2026-03-27,0.48,0.4975,0.455,0.455,0.455,18265277
2026-03-30,0.455,0.455,0.455,0.455,0.455,0
2026-03-31,0.455,0.455,0.455,0.455,0.455,0
2026-04-01,0.435,0.45,0.42,0.43,0.43,21728564
2026-04-02,0.44,0.445,0.405,0.405,0.405,14391031
2026-04-07,0.415,0.46,0.407,0.41,0.41,13735739
