Date,Open,High,Low,Close,Adjusted_close,Volume
2025-08-27,5.47,5.47,5.44,5.45,5.45,66716
2025-08-28,5.48,5.5,5.47,5.48,5.48,15670
2025-08-29,5.52,5.53,5.51,5.53,5.53,15203
2025-09-01,5.51,5.51,5.48,5.5,5.5,26792
2025-09-02,5.55,5.6,5.55,5.59,5.59,50159
2025-09-03,5.64,5.66,5.63,5.64,5.64,129921
2025-09-04,5.5,5.51,5.46,5.46,5.46,101061
2025-09-05,5.46,5.47,5.44,5.45,5.45,67457
2025-09-08,5.37,5.42,5.36,5.42,5.42,60414
2025-09-09,5.39,5.41,5.37,5.4,5.4,58048
2025-09-10,5.44,5.46,5.43,5.45,5.45,67324
2025-09-11,5.5,5.5,5.47,5.47,5.47,87667
2025-09-12,5.47,5.47,5.33,5.33,5.33,167706
2025-09-15,5.4,5.45,5.4,5.45,5.45,105859
2025-09-16,5.45,5.49,5.45,5.45,5.45,27224
2025-09-17,5.53,5.57,5.53,5.55,5.55,67422
2025-09-18,5.52,5.53,5.49,5.49,5.49,31999
2025-09-19,5.49,5.49,5.44,5.45,5.45,6636
2025-09-22,5.42,5.45,5.41,5.45,5.45,16196
2025-09-23,5.41,5.41,5.36,5.37,5.37,37421
2025-09-24,5.51,5.52,5.5,5.5,5.5,47522
2025-09-25,5.6,5.64,5.6,5.61,5.61,86828
2025-09-26,5.65,5.67,5.65,5.67,5.67,66306
2025-09-29,5.65,5.67,5.63,5.66,5.66,54470
2025-09-30,5.48,5.48,5.46,5.47,5.47,46152
2025-10-01,5.43,5.44,5.4,5.42,5.42,45639
2025-10-02,5.39,5.4,5.37,5.39,5.39,107547
2025-10-03,5.35,5.35,5.21,5.3,5.3,256860
2025-10-06,5.31,5.37,5.31,5.37,5.37,56125
2025-10-07,5.39,5.39,5.34,5.37,5.37,31616
2025-10-08,5.38,5.41,5.38,5.4,5.4,90522
2025-10-09,5.4,5.4,5.37,5.4,5.4,110270
2025-10-10,5.34,5.36,5.31,5.31,5.31,162424
2025-10-13,5.17,5.29,5.14,5.18,5.18,198434
2025-10-14,5.2,5.2,5.17,5.17,5.17,93659
2025-10-15,5.16,5.16,5.08,5.1,5.1,186253
2025-10-16,5.09,5.12,5.08,5.1,5.1,57325
2025-10-17,5,5,4.95,4.97,4.97,228474
2025-10-20,4.99,5.01,4.97,4.99,4.99,68032
2025-10-21,4.99,4.99,4.96,4.98,4.98,91703
2025-10-22,5.03,5.1,5.02,5.1,5.1,75031
2025-10-23,5.15,5.3,5.15,5.29,5.29,341232
2025-10-24,5.39,5.41,5.36,5.37,5.37,327791
2025-10-27,5.42,5.43,5.39,5.41,5.41,93579
2025-10-28,5.36,5.37,5.34,5.35,5.35,62218
2025-10-29,5.28,5.28,5.25,5.26,5.26,60036
2025-10-30,5.27,5.285,5.26,5.27,5.27,49020
2025-10-31,5.27,5.28,5.26,5.26,5.26,21468
2025-11-03,5.26,5.38,5.26,5.36,5.36,70848
2025-11-04,5.32,5.35,5.32,5.34,5.34,8891
2025-11-05,5.32,5.32,5.26,5.29,5.29,40933
2025-11-06,5.25,5.25,5.21,5.23,5.23,35551
2025-11-07,5.23,5.24,5.22,5.24,5.24,25697
2025-11-10,5.23,5.28,5.2,5.28,5.28,33732
2025-11-11,5.29,5.34,5.25,5.25,5.25,136366
2025-11-12,5.33,5.35,5.33,5.33,5.33,11818
2025-11-13,5.14,5.14,5.1,5.12,5.12,88231
2025-11-14,5.14,5.3,5.14,5.22,5.22,82719
2025-11-17,5.23,5.23,5.2,5.2,5.2,24026
2025-11-18,5.33,5.33,5.2,5.2,5.2,26591
2025-11-19,5.18,5.32,5.18,5.31,5.31,87275
2025-11-20,5.29,5.29,5.2,5.2,5.2,27906
2025-11-21,5.2,5.2,5.1,5.1,5.1,161931
2025-11-24,5.1,5.1,5.06,5.1,5.1,42536
2025-11-25,5.09,5.17,5.09,5.13,5.13,12551
2025-11-26,5.14,5.14,5.09,5.1,5.1,19454
2025-11-27,5.09,5.13,5.09,5.13,5.13,7972
2025-11-28,5.14,5.18,5.14,5.15,5.15,28856
2025-12-01,5.15,5.24,5.15,5.23,5.23,66843
2025-12-02,5.23,5.24,5.21,5.22,5.22,37858
2025-12-03,5.2,5.2,5.13,5.16,5.16,16795
2025-12-04,5.14,5.2,5.14,5.19,5.19,20536
2025-12-05,5.23,5.24,5.22,5.23,5.23,16529
2025-12-08,5.21,5.3,5.21,5.29,5.29,87191
2025-12-09,5.28,5.28,5.15,5.15,5.15,43186
2025-12-10,5.15,5.15,5.12,5.13,5.13,34386
2025-12-11,5.17,5.18,5.12,5.12,5.12,48439
2025-12-12,5.1,5.11,5.09,5.09,5.09,81286
2025-12-15,5.12,5.12,5.06,5.07,5.07,57000
2025-12-16,5.05,5.05,4.96,4.97,4.97,167953
2025-12-17,4.95,4.96,4.87,4.95,4.95,490962
2025-12-18,4.91,5.03,4.91,4.97,4.97,133226
2025-12-19,4.97,4.97,4.89,4.94,4.94,145560
2025-12-22,4.97,5.04,4.97,5.04,5.04,74157
2025-12-23,5.1,5.12,5.04,5.11,5.11,250865
2025-12-24,5.15,5.17,5.14,5.15,5.15,53190
2025-12-29,5.1,5.12,5.035,5.06,5.06,262000
2025-12-30,5.06,5.12,5.06,5.11,5.11,59647
2025-12-31,5.11,5.12,5.1,5.12,5.12,25821
2026-01-02,5.15,5.15,5.06,5.09,5.09,49327
2026-01-05,5.07,5.1,5.01,5.04,5.04,131294
2026-01-06,5.1,5.14,5.1,5.12,5.12,79410
2026-01-07,5.06,5.06,4.93,4.97,4.97,232381
2026-01-08,5,5,4.96,4.97,4.97,72220
2026-01-09,5.11,5.17,5.1,5.13,5.13,233964
2026-01-12,5.2,5.28,5.18,5.24,5.24,274848
2026-01-13,5.24,5.3,5.24,5.28,5.28,213924
2026-01-14,5.35,5.4,5.35,5.37,5.37,145661
2026-01-15,5.4,5.44,5.29,5.29,5.29,297682
2026-01-16,5.22,5.25,5.21,5.22,5.22,134530
2026-01-19,5.29,5.29,5.2,5.26,5.26,86496
2026-01-20,5.27,5.28,5.25,5.26,5.26,52537
2026-01-21,5.25,5.31,5.25,5.29,5.29,61756
2026-01-22,5.36,5.39,5.35,5.39,5.39,163491
2026-01-23,5.38,5.38,5.28,5.3,5.3,52532
2026-01-27,5.38,5.4,5.34,5.35,5.35,174788
2026-01-28,5.48,5.58,5.48,5.58,5.58,398228
2026-01-29,5.62,5.72,5.61,5.72,5.72,289508
2026-01-30,5.8,5.85,5.64,5.7,5.7,391876
2026-02-02,5.75,5.75,5.51,5.51,5.51,330241
2026-02-03,5.55,5.55,5.46,5.48,5.48,101469
2026-02-04,5.6,5.7,5.6,5.67,5.67,82329
2026-02-05,5.7,5.74,5.64,5.64,5.64,92757
2026-02-06,5.61,5.66,5.55,5.65,5.65,142404
2026-02-09,5.65,5.65,5.56,5.58,5.58,92019
2026-02-10,5.7,5.73,5.67,5.68,5.68,109529
2026-02-11,5.7,5.73,5.7,5.72,5.72,33625
2026-02-12,5.74,5.77,5.74,5.76,5.76,126028
2026-02-13,5.68,5.68,5.56,5.57,5.57,380792
2026-02-16,5.57,5.59,5.57,5.59,5.59,63117
2026-02-17,5.6,5.66,5.6,5.64,5.64,48408
2026-02-18,5.57,5.57,5.53,5.56,5.56,36912
2026-02-19,5.77,5.83,5.75,5.81,5.81,224835
2026-02-20,5.91,5.95,5.9,5.95,5.95,272318
2026-02-23,5.93,5.93,5.7,5.83,5.83,288240
2026-02-24,5.86,5.96,5.86,5.95,5.95,144309
2026-02-25,5.93,5.93,5.85,5.87,5.87,113303
2026-02-26,5.85,5.87,5.81,5.85,5.85,88702
2026-02-27,5.85,5.85,5.78,5.82,5.82,60202
2026-03-02,6.4,7,6.18,6.34,6.34,2154836
2026-03-03,6.5,6.6,6.28,6.48,6.48,1466478
2026-03-04,6.64,6.76,6.64,6.76,6.76,1420500
